Condition,Size,Experiment,Run,Precision,Recall,F1,MCC,Accuracy,Path
tsp_testis_wide,2000,lr1e-4_bs8_ep10,DNA2_tsp_testis_wide_2000_lr1e-4_bs8_ep10,66.71,62.09,59.27,28.42,62.09,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/2000/lr1e-4_bs8_ep10/results/DNA2_tsp_testis_wide_2000_lr1e-4_bs8_ep10/eval_results.json
tsp_testis_wide,2000,lr1e-5_bs8_ep10,DNA2_tsp_testis_wide_2000_lr1e-5_bs8_ep10,75.06,75.06,75.06,50.12,75.06,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/2000/lr1e-5_bs8_ep10/results/DNA2_tsp_testis_wide_2000_lr1e-5_bs8_ep10/eval_results.json
tsp_testis_wide,2000,lr3e-5_bs8_ep10,DNA2_tsp_testis_wide_2000_lr3e-5_bs8_ep10,74.14,73.64,73.5,47.78,73.64,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/2000/lr3e-5_bs8_ep10/results/DNA2_tsp_testis_wide_2000_lr3e-5_bs8_ep10/eval_results.json
tsp_testis_wide,2000,lr3e-6_bs20_ep10,DNA2_tsp_testis_wide_2000_lr3e-6_bs20_ep10,75.38,75.2,75.15,50.58,75.2,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/2000/lr3e-6_bs20_ep10/results/DNA2_tsp_testis_wide_2000_lr3e-6_bs20_ep10/eval_results.json
tsp_testis_wide,2000,lr3e-4_bs8_ep10,DNA2_tsp_testis_wide_2000_lr3e-4_bs8_ep10,25.0,50.0,33.33,0.0,50.0,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/2000/lr3e-4_bs8_ep10/results/DNA2_tsp_testis_wide_2000_lr3e-4_bs8_ep10/eval_results.json
tsp_testis_wide,2000,lr7e-6_bs20_ep10,DNA2_tsp_testis_wide_2000_lr7e-6_bs20_ep10,76.73,76.27,76.16,52.99,76.27,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/2000/lr7e-6_bs20_ep10/results/DNA2_tsp_testis_wide_2000_lr7e-6_bs20_ep10/eval_results.json
tsp_testis_wide,3000,lr5e-6_bs20_ep10,DNA2_tsp_testis_wide_3000_lr5e-6_bs20_ep10,76.82,75.52,75.22,52.33,75.52,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/3000/lr5e-6_bs20_ep10/results/DNA2_tsp_testis_wide_3000_lr5e-6_bs20_ep10/eval_results.json
tsp_testis_wide,3000,lr3e-6_bs20_ep10,DNA2_tsp_testis_wide_3000_lr3e-6_bs20_ep10,75.33,74.92,74.82,50.24,74.92,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/3000/lr3e-6_bs20_ep10/results/DNA2_tsp_testis_wide_3000_lr3e-6_bs20_ep10/eval_results.json
tsp_testis_wide,3000,lr7e-6_bs20_ep10,DNA2_tsp_testis_wide_3000_lr7e-6_bs20_ep10,76.97,75.83,75.56,52.79,75.83,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/3000/lr7e-6_bs20_ep10/results/DNA2_tsp_testis_wide_3000_lr7e-6_bs20_ep10/eval_results.json
tsp_testis_wide,4000,lr5e-6_bs10_ep10,DNA2_tsp_testis_wide_4000_lr5e-6_bs10_ep10,76.36,75.69,75.53,52.04,75.69,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/4000/lr5e-6_bs10_ep10/results/DNA2_tsp_testis_wide_4000_lr5e-6_bs10_ep10/eval_results.json
tsp_testis_wide,4000,lr3e-6_bs10_ep10,DNA2_tsp_testis_wide_4000_lr3e-6_bs10_ep10,75.66,74.97,74.79,50.62,74.97,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/4000/lr3e-6_bs10_ep10/results/DNA2_tsp_testis_wide_4000_lr3e-6_bs10_ep10/eval_results.json
tsp_testis_wide,4000,lr1e-4_bs8_ep10,DNA2_tsp_testis_wide_4000_lr1e-4_bs8_ep10,25.0,50.0,33.33,0.0,50.0,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/4000/lr1e-4_bs8_ep10/results/DNA2_tsp_testis_wide_4000_lr1e-4_bs8_ep10/eval_results.json
tsp_testis_wide,4000,lr1e-5_bs8_ep10,DNA2_tsp_testis_wide_4000_lr1e-5_bs8_ep10,76.56,75.89,75.74,52.45,75.89,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/4000/lr1e-5_bs8_ep10/results/DNA2_tsp_testis_wide_4000_lr1e-5_bs8_ep10/eval_results.json
tsp_testis_wide,4000,lr3e-5_bs8_ep10,DNA2_tsp_testis_wide_4000_lr3e-5_bs8_ep10,77.37,77.2,77.16,54.57,77.2,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/4000/lr3e-5_bs8_ep10/results/DNA2_tsp_testis_wide_4000_lr3e-5_bs8_ep10/eval_results.json
tsp_testis_wide,4000,lr3e-4_bs8_ep10,DNA2_tsp_testis_wide_4000_lr3e-4_bs8_ep10,25.0,50.0,33.33,0.0,50.0,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/4000/lr3e-4_bs8_ep10/results/DNA2_tsp_testis_wide_4000_lr3e-4_bs8_ep10/eval_results.json
tsp_testis_wide,4000,lr7e-6_bs10_ep10,DNA2_tsp_testis_wide_4000_lr7e-6_bs10_ep10,76.73,76.73,76.73,53.46,76.73,/data/projects/dna/pallavi/DNABERT_runs/DATA_RUN/dnabert2_FineTune_Zhihan_attention_extracted/unique_TSS/human_mouse/tsp_testis_wide/4000/lr7e-6_bs10_ep10/results/DNA2_tsp_testis_wide_4000_lr7e-6_bs10_ep10/eval_results.json
